ICAO,YEAR,PHASE,STND,RWY,SMPL,REF_MEAN,REF_P20,REF_P05,REF_P15,REF_PBWG
EGLL,2023,ARR,318,27L,434,10.56451612903226,6,5,6,5.5
EGLL,2023,ARR,318,27R,443,10.151241534988714,6,5,6,5.5
EGLL,2023,ARR,319,09L,329,10.155015197568389,7,6,6.199999999999996,6.099999999999998
EGLL,2023,ARR,319,09R,13,8.846153846153847,5,5,5,5
EGLL,2023,ARR,319,27L,449,8.572383073496656,5,4,4,4
EGLL,2023,ARR,319,27R,419,8.403341288782817,5,4,5,4.5
EGLL,2023,ARR,320,09L,340,11.755882352941176,7,6,7,6.5
EGLL,2023,ARR,320,09R,25,11.92,8,7,8,7.5
EGLL,2023,ARR,320,27L,456,10.151315789473685,6,5,6,5.5
EGLL,2023,ARR,320,27R,463,10.514038876889847,5,5,5,5
EGLL,2023,ARR,321,09L,329,10.01823708206687,7,5,6,5.5
EGLL,2023,ARR,321,09R,20,6.8,5,4.9,5,4.95
EGLL,2023,ARR,321,27L,453,8.236203090507724,5,4,5,4.5
EGLL,2023,ARR,321,27R,401,8.4214463840399,5,4,5,4.5
EGLL,2023,ARR,322,09L,317,10.98107255520505,7,6,7,6.5
EGLL,2023,ARR,322,09R,25,9.12,7,7,7,7
EGLL,2023,ARR,322,27L,447,9.955257270693515,6,5,5,5
EGLL,2023,ARR,322,27R,440,9.531818181818181,5,5,5,5
EGLL,2023,ARR,323,09L,510,11.462745098039216,7,5,6,5.5
EGLL,2023,ARR,323,09R,7,10.285714285714286,9,9,9,9
